id_child,removal_date,discharge_date,age_at_removal,most_recent_age,removal_county
11160,5/3/25,NA,12,13,Bond
11163,4/21/22,9/24/22,9,9,Sangamon
11164,1/1/22,NA,7,11,Vermilion
11167,4/11/23,NA,6,9,Lake
11169,2/14/23,6/14/23,15,15,Kane
11170,10/20/24,NA,1,2,DeKalb
11172,10/16/22,7/16/24,6,7,Monroe
11174,9/6/23,NA,4,6,Lake
11176,5/29/23,NA,5,8,Cook
11177,1/1/22,5/27/22,6,6,McHenry
11183,1/1/22,9/6/22,11,11,Sangamon
11184,1/1/22,NA,1,5,Cook
11185,1/1/22,9/9/23,2,3,DuPage
11186,11/6/25,3/1/26,13,13,McHenry
11189,1/1/22,10/24/22,13,13,Sangamon
11190,1/1/22,10/24/23,11,12,Fulton
11194,1/1/22,5/25/22,5,5,Will
11195,1/1/22,6/27/22,9,9,Kane
11197,3/30/23,NA,9,12,Rock Island
11198,1/1/22,5/22/24,14,16,Stephenson
11199,6/9/25,NA,9,10,Effingham
11200,6/19/26,NA,7,7,Cook
11201,8/1/23,NA,15,17,Will
11202,2/14/22,10/24/24,9,11,DuPage
11203,6/11/23,NA,6,9,Whiteside
11205,4/8/25,NA,1,2,DeKalb
11206,3/26/25,NA,1,2,Cook
11208,12/23/25,1/19/26,1,1,Kendall
11210,1/1/22,3/11/23,13,14,Cook
11211,1/1/22,7/31/23,5,6,Cook
11212,1/1/22,9/1/24,10,12,McDonough
11213,11/1/23,3/21/26,14,16,Cook
11214,1/1/22,8/10/25,3,6,McLean
11216,7/30/23,4/2/25,0,1,Cook
11217,12/16/25,NA,0,0,Cook
11220,12/6/24,NA,3,4,Will
11222,10/8/23,NA,15,17,Cook
11223,1/1/22,2/9/24,5,7,DuPage
11224,1/1/22,NA,1,5,Lake
11225,1/1/22,4/4/26,4,8,Kane
11229,1/1/22,2/1/25,8,11,DeKalb
11232,1/1/22,6/3/24,3,5,Cook
11234,1/1/22,NA,13,17,Will
11239,1/1/22,6/23/25,11,14,Lake
11242,1/1/22,NA,1,5,Rock Island
11243,5/9/24,11/13/24,16,16,Kendall
11244,1/1/22,NA,3,7,Adams
11245,1/1/22,6/24/25,10,13,Monroe
11246,1/17/24,NA,0,2,Perry
11248,2/4/23,NA,7,10,Kane
11251,7/18/24,NA,14,15,Will
11252,6/11/24,NA,13,15,Cook
11253,1/1/22,9/9/23,7,8,Will
11255,6/14/23,NA,10,13,DuPage
11256,1/22/25,NA,2,3,Cook
11258,1/1/22,8/24/24,6,8,McLean
11259,10/20/25,NA,1,1,Kane
11260,1/1/22,1/6/24,13,15,Cook
11265,1/1/22,4/2/22,14,14,DuPage
11268,4/21/26,NA,3,3,Kane
11270,1/1/22,5/25/22,9,9,Cook
11272,2/14/22,NA,0,4,Cook
11273,1/1/22,1/17/26,7,11,Lake
11274,5/17/22,10/9/22,15,15,DuPage
11275,2/4/22,9/7/23,15,16,Whiteside
11276,6/25/26,NA,17,17,DuPage
11278,4/6/22,NA,5,9,Cook
11279,1/1/22,1/17/24,8,10,Ogle
11280,5/19/22,12/28/22,1,1,DuPage
11281,8/12/22,12/1/22,5,5,McHenry
11282,1/1/22,3/11/24,7,9,Kane
11283,1/1/22,NA,9,13,Lake
11287,9/13/23,NA,4,6,Cook
11290,1/12/24,1/17/25,6,7,Lake
11291,7/9/25,NA,3,3,McHenry
11294,1/1/22,NA,12,16,Will
11295,1/1/22,8/26/23,6,7,Winnebago
11298,12/4/25,NA,10,10,Champaign
11299,9/11/24,NA,9,10,Will
11300,1/4/24,NA,3,5,Lake
11302,1/1/22,8/17/23,12,13,Cook
11303,3/1/25,NA,12,13,Cook
11304,5/24/22,NA,11,15,Brown
11309,5/11/22,NA,12,16,Cook
11311,4/9/24,11/20/24,4,4,Lake
11312,1/1/22,8/9/25,0,3,Champaign
11313,1/1/22,12/5/23,8,9,Rock Island
11314,9/23/24,5/15/25,13,13,Henry
11315,1/1/22,1/31/24,9,11,McHenry
11316,8/13/22,7/14/25,6,8,Peoria
11317,10/27/24,NA,9,10,Jackson
11318,1/1/22,8/30/23,6,7,McHenry
11319,1/1/22,1/25/23,11,12,Macon
11323,1/1/22,9/6/22,12,12,Cook
11324,5/10/22,NA,4,8,Lake
11325,6/27/24,NA,5,7,Coles
11328,11/15/23,NA,10,12,McLean
11332,1/11/26,NA,9,9,Morgan
11333,1/1/22,10/16/23,14,15,Cook
11335,9/22/23,10/19/23,14,14,DuPage
11337,3/4/23,8/9/25,12,14,DeKalb
11339,1/1/22,1/26/23,12,13,Greene
11342,9/2/24,NA,14,15,DuPage
11344,2/8/26,NA,13,13,Cook
11345,1/1/22,10/5/25,1,4,Jasper
11346,1/1/22,1/23/25,6,9,Cook
11348,9/2/22,NA,14,17,Cook
11349,6/3/25,8/12/25,1,1,Kane
11350,1/1/22,12/18/22,10,10,DuPage
11353,6/18/22,7/11/22,10,10,Will
11356,1/1/22,6/20/23,8,9,Macon
11359,10/13/22,1/18/26,5,8,Cook
11361,1/1/22,10/30/24,10,12,St. Clair
11365,2/27/22,3/9/23,16,17,Jersey
11366,12/6/23,2/24/25,11,12,DuPage
11368,1/1/22,12/29/25,12,15,DuPage
11369,2/5/26,NA,9,9,Cook
11372,7/5/25,NA,1,1,Cook
11373,11/14/22,12/28/22,7,7,Kane
11376,1/1/22,NA,6,10,Will
11378,10/19/23,NA,2,4,Will
11379,12/26/24,NA,8,9,Monroe
11380,1/1/22,6/12/22,16,16,Cook
11381,4/19/26,6/2/26,17,17,Cook
11383,1/1/22,11/14/23,13,14,Will
11385,1/1/22,3/17/23,13,14,Cook
11388,2/1/23,NA,3,6,Kane
11390,1/1/22,7/31/25,12,15,Will
11391,1/1/22,3/2/24,10,12,Kane
11392,4/26/23,NA,4,7,Cook
11395,4/1/24,2/20/26,7,8,Cook
11396,9/6/25,NA,15,15,Lake
11397,1/1/22,8/20/25,14,17,Madison
11399,1/1/22,3/9/22,3,3,Winnebago
11400,10/17/24,NA,16,17,Christian
11401,1/14/22,2/15/22,14,14,Tazewell
11402,11/30/23,7/5/25,6,7,Madison
11404,1/1/22,3/30/24,7,9,DeKalb
11406,2/4/24,NA,4,6,Cook
11408,1/1/22,NA,7,11,DuPage
11409,1/1/22,4/12/24,8,10,DuPage
11410,1/1/22,NA,11,15,Lake
11411,4/14/22,12/1/25,6,9,McLean
11416,2/28/26,NA,17,17,Tazewell
11417,11/23/24,NA,10,11,DuPage
11418,8/21/25,11/23/25,17,17,Vermilion
11421,3/29/22,NA,13,17,Cook
11424,1/1/22,NA,12,16,Winnebago
11425,1/1/22,7/11/24,0,2,Tazewell
11427,3/21/24,5/31/24,2,2,Will
11428,7/27/25,NA,16,16,Cook
11429,1/1/22,NA,7,11,Cook
11430,8/28/25,12/26/25,6,6,DuPage
11431,1/1/22,NA,5,9,Christian
11434,1/6/22,NA,12,16,Logan
11437,1/1/22,3/26/25,14,17,Kane
11438,1/1/22,8/11/22,17,17,Cook
11439,2/11/23,NA,7,10,Will
11442,1/1/22,8/2/22,4,4,DeKalb
11443,8/22/24,9/19/24,15,15,Lake
11445,12/29/23,4/5/25,0,1,Cook
11446,1/1/22,NA,2,6,DuPage
11447,6/5/22,3/28/25,6,8,Lake
11448,1/1/22,NA,0,4,DuPage
11450,2/28/25,8/30/25,2,2,Will
11451,9/9/24,NA,11,12,Lake
11452,1/1/22,6/15/24,15,17,Cook
11453,1/1/22,NA,7,11,Cook
11455,1/20/25,NA,7,8,DuPage
11456,1/1/22,10/11/23,7,8,Mercer
11458,3/23/22,NA,12,16,Will
11459,5/1/24,NA,12,14,Will
11461,1/1/22,5/11/22,9,9,Sangamon
11462,4/8/26,NA,17,17,Winnebago
11463,1/1/22,NA,9,13,Cook
11464,9/19/23,11/30/23,6,6,St. Clair
11465,5/26/23,7/6/23,16,16,Lake
11466,1/1/22,10/14/24,7,9,Clinton
11467,1/1/22,3/5/24,10,12,Kankakee
11468,8/10/23,8/6/25,13,14,Cook
11469,11/24/24,NA,14,15,DuPage
11471,1/1/22,12/19/23,4,5,Cook
11476,1/1/22,5/25/22,4,4,Kane
11478,1/1/22,NA,13,17,Kane
11479,2/23/26,NA,11,11,St. Clair
11480,1/1/22,NA,8,12,DuPage
11481,1/1/22,NA,5,9,McHenry
11482,4/9/25,5/26/25,9,9,Wabash
11483,1/1/22,9/22/23,10,11,Rock Island
11484,1/1/22,1/8/24,8,10,Cook
11485,1/1/22,NA,5,9,Will
11487,1/1/22,3/7/26,1,5,Cook
11489,6/27/26,NA,9,9,DuPage
11490,8/21/22,NA,13,16,Rock Island
11493,1/1/22,NA,2,6,Cook
11495,3/28/22,2/22/26,5,8,Kankakee
11496,6/18/25,NA,3,4,Will
11497,2/24/22,NA,2,6,Champaign
11501,9/27/23,NA,6,8,Winnebago
11503,1/1/22,10/21/23,0,1,Kane
11504,2/15/22,3/26/22,4,4,Kendall
11509,1/1/22,3/29/22,4,4,Winnebago
11511,1/1/22,7/13/22,2,2,DuPage
11512,5/19/24,NA,5,7,Cook
11519,5/17/25,5/29/26,1,2,Warren
11521,8/8/22,NA,13,16,Rock Island
11524,1/1/22,NA,5,9,McHenry
11525,1/1/22,NA,6,10,Cook
11527,1/16/25,NA,10,11,Kane
11530,3/10/22,4/26/25,12,15,DuPage
11533,1/1/22,9/4/22,16,16,Marion
11534,2/3/23,NA,0,3,Cook
11535,1/1/22,12/20/22,16,16,Cook
11536,1/1/22,10/18/22,1,1,Cook
11539,1/1/22,10/4/22,1,1,DuPage
11540,1/1/22,NA,11,15,Champaign
11543,8/18/22,7/16/24,5,6,Cumberland
11547,11/18/25,4/9/26,0,0,Kendall
11548,1/1/22,8/20/23,2,3,Will
11549,1/1/22,NA,2,6,Lake
11550,10/18/24,NA,12,13,Jersey
11551,1/1/22,NA,13,17,Cook
11553,1/30/23,10/29/25,8,10,Cook
11554,9/27/25,10/6/25,16,16,Monroe
11557,1/1/22,1/21/23,3,4,Lake
11558,1/1/22,3/11/25,14,17,Cook
11559,10/4/24,NA,1,2,McLean
11560,9/29/25,NA,11,11,Will
11561,1/1/22,NA,9,13,McHenry
11562,1/1/22,3/3/22,4,4,DuPage
11563,1/1/22,NA,7,11,Cook
11564,1/1/22,12/9/24,1,3,Cook
11565,2/6/26,NA,4,4,Will
11566,1/4/22,8/30/22,11,11,Kane
11568,1/1/22,NA,7,11,Cook
11570,7/27/23,6/11/26,15,17,Cook
11578,9/30/22,10/28/25,3,6,Peoria
11581,3/31/25,NA,13,14,Will
11585,1/1/22,6/7/26,6,10,Ogle
11586,8/31/23,9/22/23,14,14,Madison
11587,1/1/22,NA,12,16,Cook
11591,12/23/23,NA,9,11,St. Clair
11592,1/1/22,9/4/24,3,5,Woodford
11594,1/1/22,9/2/24,1,3,McHenry
11596,2/18/25,NA,12,13,Cook
11597,1/1/22,2/7/22,2,2,Bureau
11599,1/1/22,2/25/24,7,9,Madison
11601,1/1/22,8/17/22,13,13,Cook
11603,8/12/22,5/21/23,14,14,Sangamon
11605,9/24/25,NA,11,11,Douglas
11609,6/14/26,NA,15,15,Lake
11611,5/2/22,NA,6,10,DuPage
11612,1/1/22,7/21/25,10,13,DuPage
11613,1/1/22,11/20/23,5,6,Cook
11614,1/1/22,NA,3,7,Kane
11620,4/4/23,4/16/26,7,10,Peoria
11621,1/1/22,5/24/24,2,4,Winnebago
11623,2/13/24,11/19/25,1,2,Kane
11625,1/1/22,NA,8,12,Tazewell
11626,1/1/22,1/19/22,16,16,Peoria
11630,10/7/24,NA,1,2,Cook
11631,1/1/22,11/4/22,15,15,Lake
11634,1/1/22,11/11/23,15,16,Cook
11635,1/1/22,1/13/24,8,10,Macon
11636,4/7/26,NA,7,7,Morgan
11638,7/8/24,10/23/25,6,7,Kane
11640,1/1/22,NA,7,11,Grundy
11642,1/1/22,6/18/23,14,15,Kane
11643,6/10/25,NA,2,3,Winnebago
11644,1/1/22,NA,13,17,Will
11645,6/5/26,NA,0,0,Peoria
11646,4/4/24,NA,15,17,Jefferson
11647,1/1/22,10/4/25,0,3,Vermilion
11648,3/4/26,NA,8,8,Cook
11649,1/1/22,1/5/22,1,1,Cook
11651,10/7/23,6/5/24,11,11,Cook
11652,1/1/22,3/9/25,10,13,Knox
11653,1/1/22,11/25/22,6,6,Kane
11655,4/6/22,7/17/25,3,6,DuPage
11657,11/11/23,12/12/23,8,8,Edgar
11658,1/1/22,NA,9,13,Kane
11663,9/6/25,NA,6,6,Will
11664,3/20/23,10/26/25,4,6,Lake
11665,7/4/24,NA,7,8,DuPage
11667,1/1/22,NA,9,13,Tazewell
11671,1/1/22,1/24/23,16,17,Cook
11673,3/22/26,4/5/26,12,12,Lake
11674,1/1/22,1/22/24,5,7,Stephenson
11677,1/1/22,5/28/23,1,2,St. Clair
11679,12/10/24,NA,1,2,Madison
11683,1/1/22,1/7/23,10,11,DuPage
11687,1/1/22,6/12/26,9,13,Kane
11693,11/14/25,NA,10,10,Cook
11694,5/26/24,NA,9,11,LaSalle
11695,4/25/25,NA,4,5,Monroe
11696,6/6/23,NA,5,8,Cook
11697,10/28/24,NA,12,13,Kankakee
11698,1/1/22,7/27/23,10,11,Kane
11700,2/25/23,2/28/23,17,17,Hancock
11701,1/1/22,NA,7,11,Cook
11702,1/1/22,3/12/23,13,14,Will
11703,12/6/25,NA,9,9,Henry
11704,3/6/23,11/3/24,11,12,Henry
11705,1/1/22,8/10/22,2,2,Cook
11706,1/16/24,NA,13,15,Pike
11707,10/3/24,4/20/26,3,4,Will
11708,1/1/22,12/16/25,5,8,Lake
11709,1/1/22,NA,10,14,Lake
11710,1/23/25,NA,8,9,Cook
11711,5/19/23,NA,9,12,Cook
11714,1/1/22,NA,10,14,Lake
11716,1/1/22,NA,12,16,DuPage
11717,1/1/22,NA,5,9,Lake
11718,1/1/22,3/31/22,0,0,DuPage
11719,1/1/22,12/25/22,2,2,Kane
11721,1/1/22,NA,5,9,Cook
11724,1/1/22,8/27/23,0,1,Hancock
11725,10/30/25,NA,9,9,Cook
11726,1/1/22,NA,6,10,Lake
11727,1/12/23,NA,2,5,Piatt
11730,1/1/22,10/21/23,14,15,McLean
11732,3/29/23,NA,14,17,Cook
11733,7/2/25,NA,16,16,Lake
11734,1/1/22,NA,12,16,Lake
11735,9/30/22,NA,8,11,Will
11736,4/16/22,6/2/22,2,2,Will
11739,1/1/22,NA,7,11,McHenry
11740,1/1/22,4/20/25,3,6,Cook
11742,1/1/22,3/11/25,12,15,Effingham
11750,2/21/23,NA,14,17,Kane
11751,1/1/22,1/28/26,13,17,Kane
11752,1/1/22,10/8/23,1,2,Cook
11755,1/1/22,7/24/25,0,3,Peoria
11756,2/23/23,NA,14,17,Will
11757,11/3/22,NA,11,14,LaSalle
11758,7/4/24,NA,14,15,Cook
11759,1/1/22,1/27/23,15,16,Vermilion
11760,1/1/22,NA,6,10,DuPage
11761,9/1/23,NA,6,8,DuPage
11762,1/1/22,NA,8,12,McLean
11763,1/1/22,8/30/22,6,6,Jersey
11764,1/1/22,12/1/24,10,12,Cook
11766,1/1/22,5/5/26,10,14,DuPage
11767,1/1/22,4/5/25,11,14,Lake
11769,7/13/24,8/29/24,0,0,Will
11771,5/7/24,10/7/24,10,10,Kendall
11774,1/1/22,1/6/23,5,6,Bureau
11775,4/4/23,NA,5,8,McHenry
11776,1/1/22,8/20/23,14,15,Jefferson
11779,1/1/22,NA,12,16,Peoria
11780,8/23/24,4/18/26,13,14,Cook
11783,1/1/22,1/6/26,4,8,Cook
11784,6/1/23,NA,4,7,Cook
11787,1/1/22,NA,0,4,Lake
11789,1/1/22,1/23/22,8,8,Cook
11790,9/1/25,NA,9,9,Cook
11791,4/30/25,NA,7,8,Kane
11793,1/1/22,11/13/23,6,7,Lake
11797,1/1/22,5/1/23,8,9,Kane
11799,3/3/23,8/30/25,5,7,Adams
11800,1/1/22,11/28/22,16,16,McLean
11804,1/1/22,NA,5,9,Lake
11805,9/17/24,NA,0,1,Kendall
11806,6/20/26,6/22/26,0,0,Cook
11807,1/1/22,6/4/25,11,14,DuPage
11811,12/29/23,NA,10,12,Kane
11813,1/1/22,9/26/22,9,9,Cook
11814,1/1/22,1/15/22,15,15,Grundy
11815,10/27/25,NA,16,16,Jackson
11818,1/1/22,1/15/25,6,9,Will
11821,7/11/25,NA,9,9,Kankakee
11822,1/1/22,3/29/26,8,12,DuPage
11824,1/1/22,NA,5,9,Cook
11825,11/23/23,NA,10,12,Lake
11827,1/1/22,4/6/24,0,2,Will
11829,1/1/22,NA,12,16,DuPage
11830,3/31/23,10/7/25,2,4,Cook
11831,7/5/24,NA,4,5,Will
11832,1/1/22,7/6/22,1,1,Cook
11833,1/1/22,5/25/24,4,6,Kankakee
11835,12/14/25,NA,4,4,Kane
11837,2/3/24,6/26/24,12,12,McLean
11839,1/1/22,NA,3,7,Will
11840,1/1/22,8/19/23,7,8,DuPage
11845,1/1/22,NA,12,16,Will
11846,1/1/22,3/20/22,13,13,Macon
11849,11/5/22,NA,6,9,Kane
11852,1/25/23,10/9/25,12,14,Lake
11855,1/1/22,NA,4,8,Tazewell
11856,6/18/23,NA,8,11,DuPage
11857,1/1/22,8/19/23,10,11,Kane
11861,1/1/22,NA,1,5,Will
11862,1/1/22,8/22/22,5,5,DuPage
11864,1/1/22,NA,8,12,Kane
11865,4/6/25,NA,2,3,Cook
11867,11/27/25,NA,16,16,Kane
11870,6/13/25,NA,1,2,Lake
11875,5/26/26,NA,4,4,Cook
11876,12/19/22,NA,3,6,McHenry
11879,1/1/22,NA,13,17,Kane
11882,3/3/24,3/8/24,3,3,Cook
11883,6/6/24,9/26/24,9,9,Kane
11885,5/14/26,5/20/26,13,13,Lake
11886,7/17/24,NA,9,10,Lake
11888,1/1/22,NA,12,16,Adams
11890,3/1/26,NA,13,13,Champaign
11891,1/1/22,3/4/26,12,16,Will
11892,1/1/22,NA,4,8,Will
11894,5/7/26,NA,9,9,DuPage
11895,1/1/22,NA,12,16,Cook
11898,7/4/23,NA,0,2,Lake
11900,1/1/22,3/26/23,3,4,Cook
11901,1/1/22,3/26/23,11,12,Knox
11904,10/26/24,NA,4,5,Jasper
11905,1/1/22,3/24/22,16,16,Kendall
11906,6/30/22,6/5/24,11,12,Williamson
11907,1/1/22,3/8/26,4,8,Woodford
11908,1/1/22,1/27/24,0,2,Kane
11909,1/1/22,6/13/25,6,9,Kane
11911,10/16/23,2/5/25,8,9,DuPage
11912,1/1/22,12/1/25,6,9,Winnebago
11914,1/1/22,4/29/24,5,7,DuPage
11916,12/13/24,NA,15,16,DuPage
11920,7/4/23,4/25/25,2,3,Kendall
11923,1/1/22,3/22/26,2,6,Champaign
11924,9/9/23,NA,4,6,Cook
11930,1/1/22,NA,12,16,DuPage
11931,1/2/26,6/22/26,5,5,Lake
11933,5/21/22,5/25/22,17,17,Cook
11936,11/23/22,10/11/25,13,15,Kendall
11937,2/24/26,NA,5,5,Kane
11938,1/1/22,8/25/25,7,10,Cook
11940,1/1/22,NA,8,12,Lawrence
11942,1/1/22,6/21/26,4,8,Kane
11944,5/9/25,NA,5,6,LaSalle
11945,10/11/25,NA,12,12,Jackson
11946,6/21/23,NA,6,9,Coles
11948,1/1/22,8/1/22,5,5,DeKalb
11949,3/17/23,NA,6,9,McLean
11950,5/5/25,5/18/25,0,0,McHenry
11951,10/17/24,12/22/24,4,4,DuPage
11952,1/1/22,NA,10,14,Cook
11954,10/21/22,NA,7,10,Lake
11955,9/23/25,NA,15,15,DuPage
11956,1/1/22,1/30/24,2,4,Lake
11961,10/5/25,NA,8,8,Cook
11962,5/6/25,5/21/25,14,14,DuPage
11968,6/18/22,10/16/25,7,10,Lake
11969,1/1/22,5/4/25,2,5,Peoria
11970,1/1/22,NA,0,4,DuPage
11972,1/1/22,10/5/24,15,17,Cook
11974,8/12/23,NA,9,11,Cook
11976,1/6/23,NA,3,6,DeKalb
11977,2/5/23,6/16/23,13,13,Will
11981,1/1/22,NA,4,8,DeKalb
11982,1/7/24,NA,4,6,Cook
11987,1/1/22,11/3/23,3,4,Cook
11988,3/8/23,NA,7,10,Cook
11991,1/1/22,2/4/23,7,8,Rock Island
11992,9/19/23,12/1/25,5,7,Peoria
11993,1/1/22,NA,8,12,Jasper
11994,1/1/22,7/22/23,2,3,McHenry
11996,7/24/24,NA,14,15,DuPage
12002,9/15/25,6/2/26,14,14,Cook
12003,7/11/25,8/18/25,6,6,DeKalb
12004,1/1/22,5/20/24,11,13,Champaign
12005,1/1/22,NA,13,17,Cook
12007,2/21/25,NA,14,15,Sangamon
12013,8/12/25,NA,6,6,Knox
12015,1/1/22,1/15/24,14,16,Will
12016,5/2/25,NA,7,8,Kane
12017,8/20/25,NA,15,15,Iroquois
12021,1/1/22,NA,2,6,Shelby
12022,12/20/22,4/8/25,11,13,Winnebago
12023,7/31/23,NA,10,12,Cook
12026,7/23/24,NA,4,5,Williamson
12029,1/1/22,NA,12,16,Will
12030,5/18/25,NA,13,14,Lake
12032,1/1/22,NA,1,5,DuPage
12035,3/18/26,NA,7,7,DuPage
12036,1/1/22,NA,8,12,Lake
12038,1/1/22,6/19/23,5,6,Iroquois
12039,1/1/22,NA,11,15,DuPage
12041,1/1/22,6/27/26,13,17,Kane
12042,12/14/25,12/20/25,11,11,Cook
12043,4/14/24,NA,11,13,Cook
12044,2/23/24,NA,3,5,Champaign
12045,1/1/22,11/9/25,1,4,DuPage
12046,1/1/22,NA,6,10,Cook
12047,12/29/22,4/19/23,12,12,Cook
12049,10/23/22,NA,2,5,Montgomery
12051,1/1/22,NA,8,12,Kane
12053,3/6/25,NA,16,17,Cook
12055,1/1/22,8/16/25,11,14,Kane
12058,1/1/22,5/15/22,7,7,Kane
12059,1/1/22,6/5/24,2,4,Vermilion
12060,1/1/22,5/21/26,2,6,St. Clair
12062,1/1/22,10/2/25,0,3,Kane
12065,9/23/22,2/7/23,3,3,Champaign
12067,8/24/22,4/15/23,6,6,Sangamon
12068,8/18/23,5/4/26,12,14,Lake
12070,1/1/22,6/9/22,17,17,DuPage
12072,1/1/22,NA,5,9,Will
12075,1/1/22,1/3/26,2,6,DuPage
12077,1/1/22,9/12/24,7,9,Adams
12078,1/1/22,11/22/22,11,11,Lake
12079,1/1/22,NA,6,10,Cook
12082,6/26/24,NA,11,13,Bond
12083,9/7/25,NA,3,3,Cook
12086,5/29/23,4/14/24,11,11,Lake
12088,4/16/25,NA,2,3,McHenry
12089,3/21/26,NA,16,16,McHenry
12092,5/11/24,NA,13,15,DuPage
12093,3/19/24,8/13/24,3,3,Cook
12094,1/1/22,7/23/22,13,13,Christian
12095,2/9/25,NA,14,15,Kane
12096,1/1/22,NA,6,10,Sangamon
12097,8/22/23,NA,9,11,Fulton
12098,1/1/22,NA,2,6,Will
12099,1/1/22,1/21/23,15,16,Lake
12100,4/14/24,6/23/24,2,2,Cook
12101,1/1/22,NA,13,17,Grundy
12102,1/1/22,9/7/22,7,7,Will
12104,3/19/22,NA,11,15,Cook
12105,2/11/22,NA,10,14,Lake
12106,9/23/25,NA,15,15,Cook
12109,6/11/22,NA,12,16,Will
12111,2/9/25,NA,4,5,DuPage
12114,1/1/22,12/20/25,2,5,Cook
12115,1/1/22,NA,9,13,Cook
12117,1/1/22,NA,13,17,St. Clair
12119,1/1/22,10/25/22,16,16,DuPage
12120,1/1/22,8/7/23,10,11,Cook
12122,5/9/24,NA,10,12,De Witt
12125,1/30/24,NA,9,11,Lake
12127,1/1/22,8/26/23,15,16,Lake
12129,6/8/22,6/10/24,15,17,McLean
12130,1/17/25,NA,12,13,Christian
12132,10/12/24,7/2/25,0,0,Cook
12136,5/16/25,NA,16,17,Kane
12138,2/11/23,NA,5,8,Champaign
12140,1/1/22,10/4/24,6,8,Lake
12147,1/1/22,5/1/23,12,13,Cook
12149,9/3/25,NA,14,14,McLean
12150,11/15/24,NA,4,5,Cook
12151,1/1/22,9/5/22,8,8,Cook
12152,7/27/23,NA,14,16,Madison
12153,1/1/22,7/21/24,15,17,Knox
12155,5/19/24,NA,2,4,DeKalb
12157,11/18/25,NA,2,2,Cook
12158,9/30/22,9/2/23,12,12,Lake
12160,10/15/24,NA,8,9,LaSalle
12161,1/1/22,4/20/25,12,15,St. Clair
12163,1/1/22,8/5/25,7,10,Kane
12164,1/1/22,NA,3,7,Cook
12166,4/29/24,NA,4,6,Kane
12168,1/1/22,NA,4,8,Will
12169,3/27/26,NA,4,4,Peoria
12172,6/3/24,NA,0,2,Cook
12174,1/1/22,6/28/22,0,0,Cook
12175,1/1/22,6/23/24,6,8,Macoupin
12178,1/1/22,NA,10,14,Cook
12180,10/16/24,NA,0,1,Mercer
12184,3/4/23,2/28/25,2,3,Lake
12185,12/10/22,NA,1,4,Stephenson
12186,12/13/25,12/23/25,13,13,Monroe
12187,1/1/22,NA,5,9,Will
12188,1/1/22,9/7/23,7,8,Champaign
12190,1/1/22,NA,0,4,Will
12191,8/9/23,NA,10,12,Greene
12192,9/17/25,NA,17,17,Cook
12194,6/6/22,NA,0,4,Cook
12195,1/1/22,4/22/23,1,2,LaSalle
12196,1/26/25,NA,8,9,Kane
12197,12/28/22,2/19/23,7,7,Lake
12199,1/1/22,6/15/22,17,17,Scott
12200,1/1/22,10/24/22,6,6,DuPage
12201,2/12/25,NA,8,9,Will
12202,1/1/22,NA,1,5,Cook
12203,1/1/22,7/13/25,5,8,Tazewell
12206,3/22/24,NA,2,4,Lake
12208,1/1/22,4/2/23,0,1,DeKalb
12213,5/18/23,5/19/23,3,3,Cook
12215,1/1/22,NA,6,10,Fayette
12218,1/1/22,4/27/23,13,14,DuPage
12219,1/1/22,3/20/24,2,4,Will
12220,3/21/22,12/10/25,9,12,Cook
12221,1/1/22,7/16/22,2,2,Clinton
12223,1/1/22,NA,13,17,Bond
12224,1/1/22,6/9/25,0,3,Cook
12225,2/11/22,NA,5,9,Will
12233,1/1/22,NA,6,10,Cook
12234,1/1/22,12/27/24,13,15,Stephenson
12237,7/22/25,NA,16,16,Will
12245,1/1/22,7/18/23,1,2,Cook
12246,5/10/22,NA,11,15,DuPage
12248,7/20/24,NA,0,1,DuPage
12249,11/20/23,NA,12,14,Kane
12250,9/2/23,NA,14,16,DuPage
12251,1/1/22,6/13/26,10,14,Cook
12252,8/10/23,NA,3,5,Cook
12253,1/1/22,2/27/24,2,4,Kendall
12256,1/1/22,9/29/24,12,14,Saline
12257,2/17/26,NA,13,13,DuPage
12258,1/1/22,4/24/25,3,6,Cook
12260,1/1/22,NA,7,11,DuPage
12262,1/1/22,NA,10,14,McHenry
12263,1/1/22,9/27/24,2,4,Lake
12266,1/1/22,11/11/22,11,11,DeKalb
12269,2/5/22,3/25/22,16,16,DuPage
12272,2/18/23,NA,14,17,Kane
12273,1/1/22,3/27/23,12,13,Cook
12276,1/1/22,NA,7,11,Cook
12279,1/1/22,12/7/22,15,15,Champaign
12282,3/18/22,NA,3,7,Williamson
12283,5/31/24,NA,5,7,Will
12285,8/12/25,NA,12,12,Kane
12286,4/20/22,9/19/23,0,1,Cook
12290,5/23/26,NA,15,15,Cook
12292,1/1/22,10/6/24,7,9,Knox
12294,1/1/22,8/17/24,8,10,Cook
12295,1/1/22,NA,8,12,DuPage
12297,7/1/25,NA,15,16,Ford
12300,1/1/22,NA,9,13,Kane
12305,5/3/25,NA,10,11,DuPage
12307,1/13/25,NA,12,13,McHenry
12308,4/21/24,NA,14,16,Cook
12309,10/6/25,NA,14,14,Cook
12310,1/1/22,2/3/25,0,3,St. Clair
12311,5/11/26,NA,6,6,Cook
12312,3/20/22,1/27/23,1,1,McHenry
12313,4/3/26,NA,17,17,Iroquois
12314,2/10/25,NA,4,5,Cook
12315,1/1/22,NA,0,4,Clark
12316,1/1/22,5/18/24,0,2,Cook
